file,speaker,turn,text_fluent,text_disfluent,start_time,end_time
sw2022,A,45,"The other thing that we've done, that was really nice to see, we had one of the financial companies, John Hancock company came out and their agent did a long term analysis based on salary and, what our, goals were on a long term budget in terms of retirement, kids college, paying off the house, buying a different house, special thing, buying land and building our own house","_Yeah_ _. _ The other thing that we've done, _that_ _, _ that was really nice to see, we had one of the financial companies, _um_, _han-_ _, _ _uh_, John Hancock company came out and their agent did a long term analysis based on salary and, _uh_, _what_ _we_ _were_ _pla-_ _, _ _what_ _, _ what our, _uh_, goals were on a long term budget in terms of retirement, kids college, paying off the house, buying a different house, _um_, special thing, buying land and building our own house",223.5375,253.267375
sw2022,B,52,"That sounds interesting, we've never done any-, we have, our life insurance guy has come out, and he's determined how much we need if something were to happen.","_Uh-huh_ _. _ That sounds interesting, we've never done any-, we have, _you_ _know_ _, _ _just_ _our_ _, _ our life insurance guy has come out _, _ _you_ _know_, and he's _set_ _up_ _, _ _uh_ _, _ _you_ _know_ _, _ determined how much _we_ _need_ _to_ _, _ _you_ _know_ _, _ we need if something were to happen.",271.0755,286.63925
sw2022,B,54,"if, I would sell the, if, something would happen to him, I wouldn't stay in Texas, I would, sell the house and move back home to my home town, and, I wouldn't stay here in Texas, so I don't know what he would do.","_Right_ _, _ _yeah_ _, _ _you_ _know_, if, I would sell the _, _ _you_ _know_, if, _he_ _, _ something would happen to him, I wouldn't stay in Texas, I would, _uh_, sell the house and move back home _, _ _you_ _know_ _, _ to my home town, _and_ _, _ and, _uh_, I wouldn't stay here in Texas, so _you_ _know_ _, _ I don't know what he would do.",297.972125,316.50375
sw2024,B,4,"I have a wide variety of hobbies, therefore, my reading pleasures are quite wide, I get a charge out of, TEXAS HIGHWAY, which is, very colorful, and, not being a native of Texas, but being here eleven years have a tendency to, find out, about the different areas of the state by reading it.","_Uh_, _have_ _n't_ _, _ _have_ _, _ I have a wide variety _of_ _, _ of hobbies, therefore, _my_ _, _ my reading pleasures are quite wide. _Um_, I get a charge out of, _uh_, TEXAS HIGHWAY, which is, _uh_, very colorful, and, _uh_, not being a native of Texas, but being here eleven years have a tendency to, _uh_, find out _the_ _, _ _uh_, about the different areas _of_ _the_ _co-_ _, _ _of_ _the_ _, _ of the state by reading it.",7.03125,33.389125
sw2024,B,8,"absolutely, it's great the way that it's broken out and you can, set up little trips and day trips and things. It's pretty neat, I like photography, magazines. I don't take a subscription or anything like that, things, being an engineer in facilities I do read a lot of, building magazines and plant engineering magazines and, read up on different ways to do things and energy management type of magazines and, kind of strange because it's not unusual to, see, an engineering manual or something laying around the house","_Oh_ _yeah_ _, _ _it_ _'s_ _, _ _it_ _'s_ _, _ _uh_, absolutely, it's great the way that it's broken out and you can, _uh_, set up little trips and day trips and things. It's _pretty_ _, _ pretty neat. _Um_, _oh_, I like photography, _um_, magazines. I don't take a subscription or anything like that. _Um_, things, _oh_, being an engineer in facilities I do read _a_ _lot_ _of_ _, _ a lot of, _uh_, building magazines _and_ _, _ _and_ _, _ and plant engineering magazines and, read up on different ways to do things and energy management type of magazines _and_ _, _ and, _uh_, kind of strange because _I_ _, _ it's not unusual to, _uh_, see, _uh_, an engineering manual or something laying around the house",44.61525,84.976625
sw2024,A,15,"And, I guess I like a variety of things, lots of fiction, type books, right now I'm occasionally reading on a book about, the Mardi Gras in New Orleans and its history.","And, _uh_, _oh_, I guess I like a variety of things, _uh_, lots of fiction, _uh_, type books. _Uh_, right now I'm occasionally reading on a book about, _uh_, the Mardi Gras in New Orleans and its history.",104.251,123.817125
sw2024,B,18,"I bet that would be, rather interesting, that's, self improvement, that's kind of a hobby but it is self improvement from the standpoint of probably relaxing.","I bet that would be, rather interesting. _Uh_, that's, _uh_, self improvement, _that_ _'s_ _, _ _that_ _'s_ _alwa-_ _, _ _well_, that's kind of a hobby but it is self improvement from the standpoint of probably relaxing, _uh_.",125.97775,138.980875
sw2024,A,35,"I don't know, I, have attended some seminars that had some tapes that went with them, but, not so much books although they sometimes have manuals and things, but, they would be things on how to be successful and sort of talking to yourself getting yourself in gear to, sort of pull yourself up by your boot straps and do what you really want to do. Convincing you that you need to get on with it.","_Well_, I don't know, _um_, I, _uh_, have attended some seminars that had some tapes that went with them, but, _uh_ _, _ _I_ _guess_ not so much books although they sometimes have manuals and things, but, _uh_, they would be things on _like_ how to be successful and sort of talking to yourself _. _ _You_ _know_ _ge-_ _, _ getting _your_ _, _ yourself in gear to, _uh_, sort of pull yourself up by your boot straps and do what you really want to do. Convincing you that you need to get on with it.",226.32375,260.37
sw2027,A,7,"we're kind of that way too. I try to, I'm the same way you are, I kind of try to judge from day to day. I know where I am we work a lot with the customers and we have a lot of government folks come in all the time and, if I know that they're going to be there I try to really watch it and like you say really dress up","_Yeah_ _, _ _you_ _know_ _, _ we're kind of that way too. I try to, I'm the same way you are, I kind of try to judge from day to day. I know _, _ _you_ _know_ _, _ where I am we work a lot with the customers and we have a lot of government folks come in all the time _and_ _, _ and, _you_ _know_ _, _ if I know that they're going to be there _, _ _you_ _know_ _, _ _you_ _, _ I try to really watch it and like you say _, _ _you_ _know_ _, _ really dress up",34.95975,401.722125
sw2027,B,16,"and at that point, the warehouse was over across the road and it wasn't air conditioned, and, we were there in the middle of the summer, it's unair-conditioned, it was dusty and dirty, there was a fan at the very end of the row and that was it. And so, we didn't really know we weren't supposed to, we thought T I dress code was just dress appropriate to your job,","and at that point, _it_ _, _ the warehouse was over across the road and it wasn't air conditioned, and, _it_ _, _ we were there _like_ in the middle of the summer, it's unair-conditioned, it was dusty and dirty, _uh_, there was _like_ a fan at the very end of the row and that was it. And so, we didn't really know we weren't supposed to, we thought T I dress code was just dress appropriate to your job,",441.37975,443.530875
sw2027,A,31,"And these weren't even really full ones. they had a problem out here with it last summer, wearing these shorts that were the real wide full ones, and these weren't even those. These were pretty short, black, and they were very dressy, the were black velvet shorts and she had on black hose and black heels and she looked very, very nice.","And these weren't even really full ones. _I_ _mean_ they had a problem out here with it last summer, wearing these shorts that were _, _ _you_ _know_ _, _ the real wide full ones _, _ _you_ _know_, and _becau-_ _, _ these weren't even those. These were _like_ pretty short, black, and they were very dressy, the were black velvet shorts and she had on black hose and black heels and she looked very, very nice.",,
sw2027,A,65,"I am. I work faster, I get things done faster, than when I'm in a dress and heels, I, and it's weird but I can get so much more done if I'm dressed comfortable.","_I_ _, _ I am. I work faster, I get things done faster, than when I'm in a dress and heels _, _ _you_ _know_, I, and it's weird but _I_ _, _ _it_ _'s_ _I_ _do_ _, _ _I_ _can_ _, _ I can get so much more done if I'm dressed comfortable _, _ _you_ _know_.",507.0275,508.04175
sw2027,A,79,"I don't know, I just figure, sometimes I worry about if I go in in pants, and I never ever, ever, ever go in in a pair of jeans. But I'll go in in pants. today I had on a pair of navy blue dress slacks and, a peach colored top and not cruddy, but not a dress either. And sometimes I wonder if stuff like that will hold you back if you don't dress in your dress for success business suits everyday if upper management doesn't notice that and remember that later on, but I don't know if they do or not. I see a lot of the managers and they're in jeans, so.","_Well_ I don't know, I just figure _, _ _you_ _know_ _, _ _yeah_, sometimes I worry about _, _ _you_ _know_ _, _ if I go in in pants, and _I_ _never_ _, _ I never ever, ever, ever go in in a pair of jeans _, _ _you_ _know_. But I'll go in in pants. _I_ _mean_ today I had on a pair of _, _ _you_ _know_ _, _ navy blue dress slacks _and_ _, _ and, _uh_, _like_ a peach colored top and _, _ _you_ _know_ _, _ not cruddy, but not a dress either. And sometimes I wonder if stuff like that _would_ _, _ will hold you back _, _ _you_ _know_ _, _ if you don't dress in _, _ _you_ _know_ _, _ your dress for success business suits everyday _if_ _, _ _you_ _know_ _, _ if upper management doesn't notice that and remember that later on, but _, _ _you_ _know_ _, _ I don't know if they do or not. _You_ _know_ _, _ I see a lot of the managers and they're in jeans, so _, _ _you_ _know_.",508.04175,508.2975
sw2028,A,125,"taking care of, I'm actually in the air division, and we monitor, anything that comes out of a stack, or out of a building, or, we do have customers that, their concerns are in the work place and we take care of that, but, within our department. We take care of everything. Waste water, solid waste, and recycling, and air and,","_Taking_ _, _ taking care of _uh_, I'm actually in the air division, and we monitor, _um_, anything that comes out of a stack, or out of a building, or, _um_, we do have customers that, _um_, their concerns are in the work place and we take care of that, but, within our department. We take care of everything. Waste water, _uh_, solid waste, and recycling, _and_ _, _ and air and,",472.29425,501.07125
sw2028,A,147,"And, our chemical data base, so that we know every chemical on site and, its concentration, and if anything ever happened a building explosion or something we'd be able to track chemicals from that building with our weather station.","And, _uh_, _our_ _, _ our chemical data base, so that we know every chemical on site _and_ _, _ and, _um_, its concentration, and _if_ _, _ if anything ever happened _, _ _God_ _forbid_ _, _ _you_ _know_ _, _ a building explosion or something _tha-_ _, _ we'd be able to track chemicals from that building with our weather station.",580.838375,599.55625
sw2032,A,39,"But, for example, they have, what, but other bands consider it really hard rock. It's like brash metal, which all they do is, they have this guitar and they just bang at the guitar, and the guitar is set, really low,","But, _see_, for example, they have, _see_ what, but other bands consider it _like_ really hard rock. It's like brash metal, which all they do is _like_, they have this guitar and they just bang at the guitar, and the guitar is set _like_, really low,",102.677875,115.740125
sw2032,A,77,"they're still around, they've got a new C D out, but I wouldn't buy it. Because, what happens is, the old, whe-, I like the old Rolling Stones. I don't like the new stuff.","_Yeah_ _, _ _they_ _'re_ _, _ they're still around, they've got a _ne-_ _, _ new C D out, but _I_ _, _ I wouldn't buy it. Because _see_, what happens is, the old, _see_ whe-, _I_ _like_ _, _ I like the old Rolling Stones. I don't like the new stuff.",216.5615,227.356375
sw2032,A,135,"So, it's like, nothing happened during the seventies. Everything happened during the sixties, the seventies I don't know what they're called, it's like the eighties are called, the progressive years, or the technology years, because of all the computers and stuff.","So, it's like, nothing happened during the seventies. Everything happened during the sixties, the seventies I don't know what they're called _, _ _you_ _know_, it's _like_ _, _ like _the_ _, _ the eighties are called, _like_ the progressive years, _or_ _the_ _, _ or _, _ _you_ _know_ _, _ _like_ the technology years, because of all the computers and stuff.",403.64675,418.508125
